set_number,title,theme,subtheme,actual_growth,is_avoid,avoid_prob,shelf_life_months,retire_quarter,retires_before_q4
75687,LEGO Wicked 75687 Elphaba's Retreat,Wicked,Part Two For Good,5.57,0,0.683266174962961,,,
10417,Mack at the Race,DUPLO,Cars,6.33,0,0.22880598871533314,20.039421813403415,4.0,0.0
11041,LEGO Classic 11041 Creative Dinosaurs,Classic,Creative,1.18,1,0.9249274564989199,,,
21252,The Armory,Minecraft,Minifig-scale,6.33,0,0.1307109187220595,25.03285151116951,1.0,1.0
10423,LEGO DUPLO Town 10423 Buildable People with Big Emotions,DUPLO,Understanding Feelings,6.58,0,0.17281648635531907,22.996057818659658,4.0,0.0
42223,LEGO Technic 42223 1966 Ford GT40 MKII Race Car,Technic,Licensed,3.56,1,0.9377720607496602,,,
11040,LEGO Classic 11040 Magical Transparent Box,Classic,Bricks,5.12,0,0.6914924265575559,,,
71841,LEGO Ninjago 71841 Dragonian Storm Village,NINJAGO,Dragons Rising Season 3,4.6,1,0.9066733978278438,9.986859395532194,4.0,0.0
60460,LEGO City 60460 No Limits: Race Car Ramp Track,Town,Soapbox Racing,4.49,1,0.8990683318478944,10.972404730617608,4.0,0.0
10456,LEGO DUPLO Disney 10456 McQueen's Visit to Doc's Garage,DUPLO,Cars,5.13,0,0.06377290634093738,,,
71477,LEGO DREAMZzz 71477 The Sandman's Tower,DREAMZzz,Season 2 Night of the Never Witch,2.09,1,0.9329655853141889,13.042049934296976,1.0,1.0
10422,LEGO DUPLO Town 10422 3in1 Space Shuttle Adventure,DUPLO,Space,3.84,1,0.9399371652393991,,,
10443,First Time at the Airport,DUPLO,First Time,3.84,1,0.881683420308264,,,
75689,LEGO Wicked 75689 Emerald City & Kiamo Ko Castle,Wicked,Part Two For Good,5.57,0,0.45237095978155356,,,
41716,LEGO Friends 41716 Stephanie's Sailing Adventure,Friends,Summer,3.07,1,0.9828287322640802,,1.0,1.0
10458,LEGO DUPLO Bluey 10458 Ice Cream Trip with Bluey,DUPLO,Bluey,3.84,1,0.5933838601552069,,,
80111,LEGO Chinese Festivals 80111 Lunar New Year Parade,Holiday & Event,Chinese Traditional Festivals,4.45,1,0.696034829168403,16.98423127463863,2.0,1.0
42642,LEGO Friends 42642 Friendship Movie Night,Friends,Heartlake City,3.23,1,0.9778108612728011,,,
11035,Creative Houses,Classic,Creative,1.36,1,0.917953495343749,22.996057818659658,4.0,0.0
42662,LEGO Friends 42662 Hair Salon and Accessories Store,Friends,Heartlake City,3.98,1,0.9657837388850329,9.986859395532194,4.0,0.0
31168,LEGO Creator 31168 Medieval Horse Knight Castle,Creator,3 in 1,3.72,1,0.9402659346601211,,,
43248,LEGO Disney Pixar 43248 Inside Out 2 Mood Cubes,Disney,Inside Out 2,5.93,0,0.15580056918322366,18.035479632063073,4.0,0.0
75386,Paz Vizsla and Moff Gideon Battle,Star Wars,The Mandalorian,4.6,1,0.8296031115798913,17.017082785808146,4.0,0.0
10412,LEGO DUPLO My First 10412 Animal Train,DUPLO,Farm,4.06,1,0.9678948647837121,,,
10894,Toy Story Train,DUPLO,Toy Story,13.28,0,0.09469006812070196,28.02233902759527,3.0,1.0
60434,LEGO City 60434 Space Base and Rocket Launchpad,Town,Space,3.8,1,0.9623515967203466,22.996057818659658,4.0,0.0
11042,Creative Happy Box,Classic,Creative,1.18,1,0.9526948513209077,,,
72033,Donkey Kong & DK Jumbo,Super Mario,Mario Kart,8.2,0,0.22763100425434174,9.986859395532194,4.0,0.0
10358,LEGO Icons 10358 Transformers: Soundwave,Creator,Transformers,4.74,1,0.9226381683139084,,,
76997,Tails' Adventure Boat,Sonic the Hedgehog,Classic Games,14.79,0,0.18091132532143328,15.99868593955322,4.0,0.0
21280,"Advent Calendar 2025, Minecraft",Holiday & Event,Minifig-scale,6.33,0,0.2771912245054531,0.9855453350854139,4.0,0.0
10427,LEGO DUPLO Town 10427 Interactive Adventure Train,DUPLO,Trains,2.76,1,0.9490964397931391,,,
42668,"Advent Calendar 2025, Friends",Holiday & Event,Seasonal,1.43,1,0.8509022227486237,0.9855453350854139,4.0,0.0
42655,LEGO Friends 42655 Restaurant and Cooking School,Friends,Heartlake City,3.98,1,0.9798601918285444,9.986859395532194,4.0,0.0
10426,Train Bridge and Tracks Expansion Set,DUPLO,Trains,2.76,1,0.94260349077835,,,
76255,LEGO Super Heroes 76255 The New Guardians' Ship,Super Heroes,Guardians of the Galaxy,6.83,0,0.4713634131362349,11.005256241787121,1.0,1.0
80046,LEGO Monkie Kid 80046 Monkie Kid's Cloud Airship,Monkie Kid,Season 4,5.96,0,0.08218666755414786,7.030223390275952,1.0,1.0
10449,First Time: Visit to the Doctor,DUPLO,First Time,3.84,1,0.9219478083570103,,,
76998,Knuckles and the Master Emerald Shrine,Sonic the Hedgehog,Classic Games,14.79,0,0.3965664447008452,15.99868593955322,4.0,0.0
76999,Super Sonic vs. Egg Drillster,Sonic the Hedgehog,Modern Games,11.47,0,0.12781132969718637,18.035479632063073,1.0,1.0
42651,LEGO Friends 42651 Horse and Pet Vet Clinic,Friends,Pets,3.57,1,0.9382380833630205,9.986859395532194,4.0,0.0
75688,LEGO Wicked 75688 Glinda's Wedding Day,Wicked,Part Two For Good,5.57,0,0.5844746037210855,,,
42658,LEGO Friends 42658 Unicorn & Flamingo Pool Party,Friends,Summer,2.49,1,0.9851903950480269,,,
10428,LEGO DUPLO Town 10428 Big Interactive Community Train,DUPLO,Trains,2.76,1,0.9219674929970227,,,
71425,LEGO Super Mario 71425 Diddy Kong's Mine Cart Ride Expansion Set,Super Mario,Donkey Kong,8.2,0,0.6468996768462254,15.045992115637318,4.0,0.0
21259,The Pirate Ship Voyage,Minecraft,Minifig-scale,6.33,0,0.09203891067490841,17.017082785808146,4.0,0.0
71436,King Boo's Haunted Mansion - Expansion Set,Super Mario,Expansion Set,4.32,1,0.5040801112681321,15.013140604467806,4.0,0.0
76291,The Avengers Assemble: Age of Ultron,Super Heroes,Age of Ultron,6.09,0,0.11782546334933622,13.994743758212877,4.0,0.0
42654,LEGO Friends 42654 Pony Ranch & Stable,Friends,Vet,4.02,1,0.9734929557322887,8.968462549277266,1.0,1.0
71414,LEGO Super Mario 71414 Conkdor's Noggin Bopper Expansion Set,Super Mario,Expansion Set,2.86,1,0.839525831176714,13.961892247043364,1.0,1.0
60433,LEGO City 60433 Modular Space Station,Town,Space,3.8,1,0.9694435411502772,22.010512483574242,4.0,0.0
76277,War Machine Mech Armor,Super Heroes,Avengers,7.02,0,0.017122609438525428,22.010512483574242,4.0,0.0
42605,LEGO Friends 42605 Mars Space Base and Rocket,Friends,Space,3.43,1,0.9930121273426366,10.019710906701707,4.0,0.0
42169,NEOM McLaren Formula E Team,Technic,Licensed,4.09,1,0.8431153322336606,20.039421813403415,4.0,0.0
42617,LEGO Friends 42617 Farm Animal Sanctuary,Friends,Farm,3.3,1,0.9947807945469807,11.005256241787121,4.0,0.0
80053,LEGO Monkie Kid 80053 Mei's Dragon Mech,Monkie Kid,Season 5,21.9,0,0.2341671476248417,11.005256241787121,4.0,0.0
10264,Corner Garage,Creator,Modular Buildings,11.29,0,0.03767191028163316,,,
10265,Ford Mustang,Creator,Vehicles,7.13,0,0.301310887615242,58.04862023653088,1.0,1.0
10266,NASA Apollo 11 Lunar Lander,Creator,Space,8.4,0,0.6467471276663619,,,
10267,Gingerbread House,Creator,Winter Village,11.02,0,0.022182779271225767,24.014454664914584,4.0,0.0
10269,Harley-Davidson Fat Boy,Creator,Vehicles,12.58,0,0.026040412873193884,,,
10766,Woody & RC,Toy Story,Toy Story 4,15.09,0,0.33230787319428523,,,
10767,Duke Caboom's Stunt Show,Toy Story,Toy Story 4,4.0,1,0.45015733218991905,,,
10768,Buzz and Bo Peep's Playground Adventure,Toy Story,Toy Story 4,5.22,0,0.622265921388172,,,
10769,Toy Story 4 RV Vacation,Toy Story,Toy Story 4,5.87,0,0.25858719957154586,,,
10770,Buzz & Woody's Carnival Mania!,Toy Story,Toy Story 4,5.35,0,0.7178459405881711,,,
10771,Carnival Thrill Coaster,Toy Story,Toy Story 4,10.79,0,0.1222970919038355,,4.0,0.0
10883,My First Tow Truck,DUPLO,My First,11.78,0,0.3355026703592246,,1.0,1.0
10884,My First Balancing Animals,DUPLO,My First,7.58,0,0.06526172656071251,,4.0,0.0
10885,My First Fun Puzzle,DUPLO,,12.13,0,0.30600168621698043,,,
10886,My First Car Creations,DUPLO,My First,11.66,0,0.24214683755886787,,,
10887,Creative Fun,DUPLO,,4.94,1,0.8586464347591724,,,
10889,Mickey's Vacation House,DUPLO,,7.8,0,0.13725321268143037,,4.0,0.0
10893,Spider-Man vs. Electro,DUPLO,Spider-Man,10.47,0,0.08280256547981855,,,
10899,Frozen Ice Castle,DUPLO,Disney Princess,9.26,0,0.027844807263249123,,,
10901,Fire Truck,DUPLO,,8.72,0,0.1374717046627145,,,
10902,Police Station,DUPLO,,10.36,0,0.11943397614736764,,,
10903,Fire Station,DUPLO,,9.46,0,0.10261277795566176,,,
10904,Baby Animals,DUPLO,,10.38,0,0.26604102852494876,,3.0,1.0
10906,Tropical Island,DUPLO,,5.64,0,0.7189515718574303,,3.0,1.0
10900,Police Bike,DUPLO,,10.7,0,0.01934806289001016,,3.0,1.0
10908,Plane,DUPLO,,9.24,0,0.030475551879968848,,,
10910,Submarine Adventure,DUPLO,,9.8,0,0.28294433602236535,,,
11001,Bricks and Ideas,Classic,,4.65,1,0.6671691135560547,,,
11002,Basic Brick Set,Classic,,7.51,0,0.37546329784223137,,,
11005,Creative Fun,Classic,Creative Fun,2.16,1,0.7489781669342935,,,
21044,Paris,Architecture,Skylines,13.77,0,0.03570302905769357,,4.0,0.0
21046,Empire State Building,Architecture,Landmark Series,11.44,0,0.01583495208924348,,,
21149,Minecraft Alex BigFig with Chicken,Minecraft,BigFigs Series 1,9.36,0,0.025918073395155748,,,
21148,Minecraft Steve BigFig with Parrot,Minecraft,BigFigs Series 1,15.48,0,0.08115898252900877,,,
21151,The End Battle,Minecraft,Minifig-scale,24.82,0,0.0544136755341218,,,
21154,The Blaze Bridge,Minecraft,Minifig-scale,3.39,1,0.08411333477727796,,,
21316,The Flintstones,LEGO Ideas (CUUSOO),Licensed,13.7,0,0.061582301742362636,,,
21317,Steamboat Willie,LEGO Ideas (CUUSOO),Licensed,9.23,0,0.1308609274256822,19.053876478318003,4.0,0.0
76332,LEGO Super Heroes 76332 The Batman Batmobile,Super Heroes,Legendary Batmobile Collection,5.6,0,0.29711934027358344,,,
31086,Futuristic Flyer,Creator,3 in 1,10.08,0,0.14413663429761667,,,
31087,Dune Buggy,Creator,3 in 1,3.35,1,0.8495543242636521,22.010512483574242,4.0,0.0
31088,Deep Sea Creatures,Creator,3 in 1,10.22,0,0.34568480938299717,70.0065703022339,4.0,0.0
31089,Sunset Track Racer,Creator,3 in 1,2.91,1,0.9439698544210628,,,
31090,Underwater Robot,Creator,3 in 1,21.7,0,0.08868601006378489,31.99737187910644,3.0,1.0
31094,Race Plane,Creator,3 in 1,8.33,0,0.49937492871903133,,1.0,1.0
31096,Twin-Rotor Helicopter,Creator,3 in 1,4.34,1,0.8659204241483088,,1.0,1.0
31098,Outback Cabin,Creator,3 in 1,6.76,0,0.20110713512256742,,1.0,1.0
40343,Spider-Man and the Museum Break-In blister pack,Super Heroes,Spider-Man Far From Home,13.37,0,0.14593890897916068,26.018396846254927,3.0,1.0
40348,Birthday Clown,BrickHeadz,Seasonal,6.19,0,0.08213644384119101,,1.0,1.0
40335,Space Rocket Ride,LEGO Ideas (CUUSOO),Promotional,10.86,0,0.014923703919960687,,,
40345,City 2019 Minifigure Set blister pack,Town,Space,1.42,1,0.9200389796321774,,,
40349,Puppy,BrickHeadz,Seasonal,10.1,0,0.039506207401539706,,,
21063,LEGO Architecture 21063 Neuschwanstein Castle,Architecture,Landmark Series,8.13,0,0.004933669076525068,,,
40350,Chick,BrickHeadz,Seasonal,5.2,0,0.10138325832652699,,,
42215,LEGO Technic 42215 Volvo EC500 Hybrid Excavator,Technic,Licensed,3.56,1,0.8571423211406568,,,
40351,Ghost,BrickHeadz,Seasonal,9.02,0,0.06978032514258621,0.9855453350854139,4.0,0.0
40352,Scarecrow,BrickHeadz,Seasonal,6.49,0,0.04962798205308891,,,
40354,Dragon Dance Guy,BrickHeadz,Seasonal,12.59,0,0.11221201878557426,,1.0,1.0
41166,Elsa's Wagon Adventure,Disney,Frozen II,5.03,0,0.8151908081609668,,4.0,0.0
41165,Anna's Canoe Expedition,Disney,Frozen II,5.03,0,0.570439346682115,,2.0,1.0
41168,Elsa's Jewelry Box Creation,Disney,Frozen II,0.97,1,0.890911741033318,,,
41167,Arendelle Castle Village,Disney,Frozen II,1.65,1,0.698909072510871,,4.0,0.0
41337,Underwater Loop,Friends,Amusement Park,0.01,1,0.9915911219545951,,4.0,0.0
41169,Olaf,Disney,Frozen II,0.99,1,0.8198687381386778,,4.0,0.0
41354,Andrea's Heart Box,Friends,Heart Box,3.26,1,0.9855145449267079,,,
41355,Emma's Heart Box,Friends,Heart Box,3.77,1,0.9699591979410668,,,
41357,Olivia's Heart Box,Friends,Heart Box,3.86,1,0.9546821451801046,,,
41358,Mia's Heart Box,Friends,Heart Box,2.25,1,0.972903353879441,,,
41359,Heart Box Friendship Pack,Friends,Heart Box,3.43,1,0.9906437271013332,,,
41360,Emma's Mobile Vet Clinic,Friends,Traffic,2.3,1,0.9555380744953006,,1.0,1.0
41361,Mia's Foal Stable,Friends,Farm,2.65,1,0.992846638684524,,,
41362,Heartlake City Supermarket,Friends,Heartlake City,2.23,1,0.9855499274587165,,2.0,1.0
41363,Mia's Forest Adventure,Friends,Great Outdoors,1.97,1,0.9936326303533833,,,
41364,Stephanie's Buggy & Trailer,Friends,,2.62,1,0.9807984048720871,13.009198423127463,1.0,1.0
41365,Emma's Art Studio,Friends,Heartlake City,4.65,1,0.9668876420292009,10.972404730617608,4.0,0.0
41366,Olivia's Cupcake Café {Cafe},Friends,Heartlake City,0.01,1,0.9865446869695408,22.010512483574242,4.0,0.0
41367,Stephanie's Horse Jumping,Friends,Sports,3.5,1,0.9684041857083568,,,
41368,Andrea's Talent Show,Friends,Music,0.01,1,0.9814738886465993,,1.0,1.0
10415,LEGO DUPLO My First 10415 Big Feelings & Emotions,DUPLO,Understanding Feelings,6.58,0,0.2107657990269779,22.010512483574242,4.0,0.0
41369,Mia's House,Friends,Houses,2.92,1,0.9893371913519269,,4.0,0.0
41371,Mia's Horse Trailer,Friends,,4.42,1,0.9838686044616644,,1.0,1.0
41372,Stephanie's Gymnastics Show,Friends,,11.86,0,0.04564314348001696,,,
41373,Funny Octopus Ride,Friends,Amusement Park,0.99,1,0.9964415973355275,,4.0,0.0
41374,Andrea's Pool Party,Friends,Summer,3.47,1,0.9887839177643365,,4.0,0.0
41376,Turtles Rescue Mission,Friends,Rescue Mission,10.38,0,0.009684079728860982,11.038107752956636,2.0,1.0
41378,Dolphins Rescue Mission,Friends,Rescue Mission,6.1,0,0.041774523186824494,,4.0,0.0
41379,Heartlake City Restaurant,Friends,Heartlake City,3.98,1,0.9857358160572706,,1.0,1.0
41380,Lighthouse Rescue Center,Friends,Rescue Mission,6.1,0,0.0462218299772866,,1.0,1.0
41381,Rescue Mission Boat,Friends,Rescue Mission,6.1,0,0.0572927107134037,,1.0,1.0
41382,"Advent Calendar 2019, Friends",Holiday & Event,Seasonal,1.43,1,0.8900389981581598,2.0039421813403417,4.0,0.0
41383,Olivia's Hamster Playground,Friends,Pets,4.06,1,0.9302375103219069,,3.0,1.0
41384,Andrea's Summer Heart Box,Friends,Summer Heart Box,5.73,0,0.05445765691158139,,,
41385,Emma's Summer Heart Box,Friends,Summer Heart Box,4.75,1,0.6077284254814251,,,
41386,Stephanie's Summer Heart Box,Friends,Summer Heart Box,3.54,1,0.9146463123005216,,,
41387,Olivia's Summer Heart Box,Friends,Summer Heart Box,5.03,0,0.589597976108703,,,
41388,Mia's Summer Heart Box,Friends,Summer Heart Box,4.33,1,0.9876576926792449,,,
41634,Emmet,BrickHeadz,The LEGO Movie 2 The Second Part,34.4,0,0.009463846529074641,,1.0,1.0
41635,Wyldstyle,BrickHeadz,The LEGO Movie 2 The Second Part,13.45,0,0.047689191215659836,,1.0,1.0
41636,Benny,BrickHeadz,The LEGO Movie 2 The Second Part,20.01,0,0.00578753327641822,,,
41637,Sweet Mayhem,BrickHeadz,The LEGO Movie 2 The Second Part,17.32,0,0.014383242825965654,,,
42088,Cherry Picker,Technic,,8.25,0,0.10828370680156216,,,
42089,Power Boat,Technic,,10.21,0,0.22336643368233247,10.972404730617608,4.0,0.0
42090,Getaway Truck,Technic,,4.73,1,0.806446283029505,34.00131406044678,4.0,0.0
42091,Police Pursuit,Technic,,4.78,1,0.4858579414311752,22.010512483574242,4.0,0.0
42092,Rescue Helicopter,Technic,,9.06,0,0.5134083524544342,,,
42093,Chevrolet Corvette ZR1,Technic,,4.44,1,0.7961441543296376,,,
42094,Tracked Loader,Technic,,6.21,0,0.4390203526198896,,,
42095,Remote-Controlled Stunt Racer,Technic,,11.98,0,0.49048495012039567,,1.0,1.0
42096,Porsche 911 RSR,Technic,Licensed,4.52,1,0.6833020837341671,,1.0,1.0
42097,Compact Crawler Crane,Technic,,8.11,0,0.6161999490574153,,4.0,0.0
42098,Car Transporter,Technic,,10.04,0,0.1144037188777923,,,
42099,4x4 X-treme Off-Roader,Technic,,4.51,1,0.7187128072578591,,4.0,0.0
42100,Liebherr R 9800,Technic,,12.47,0,0.19398064835552523,,,
42110,Land Rover Defender,Technic,,6.52,0,0.2355166188063721,,,
43172,Elsa's Magical Ice Palace {Reissue},Disney,Frozen,1.9,1,0.8777785880175004,,3.0,1.0
60225,Rover Testing Drive,Town,Space,3.27,1,0.9518337787904189,,1.0,1.0
60227,Lunar Space Station,Town,Space,3.8,1,0.973219830308958,,,
60228,Deep Space Rocket and Launch Control,Town,Space,6.98,0,0.10385063676884851,,4.0,0.0
60229,Rocket Assembly & Transport,Town,Space,3.8,1,0.9456011160231591,,4.0,0.0
60231,Fire Chief Response Truck,Town,Fire,5.6,0,0.24686422165376282,,,
60233,Donut Shop Opening,Town,General,3.7,1,0.9152748312156528,,1.0,1.0
60234,People Pack - Fun Fair,Town,General,3.03,1,0.961018470053003,,,
60236,Straight and T-junction,Town,,8.31,0,0.1322207328412161,,4.0,0.0
60237,Curve and Crossroad,Town,,1.39,1,0.8603353419998674,22.996057818659658,4.0,0.0
60239,Police Patrol Car,Town,,11.52,0,0.025696639667096045,,,
60240,Kayak Adventure,Town,,5.84,0,0.06977454276643133,,,
70419,Wrecked Shrimp Boat,Hidden Side,,3.53,1,0.849178863749213,,4.0,0.0
70420,Graveyard Mystery,Hidden Side,,4.6,1,0.9037660350461648,,1.0,1.0
70421,El Fuego's Stunt Truck,Hidden Side,,3.43,1,0.9268245408699113,,,
70422,Shrimp Shack Attack,Hidden Side,,3.43,1,0.8614415454307989,,,
66593,BrickHeadz Bundle Pack (Sets 41606 and 41607),BrickHeadz,,24.38,0,0.02734039321516018,,,
66620,"Friends Bundle Pack, Super Pack 3 in 1 (Sets 41335, 41383, and 41385)",Friends,Value Packs,7.02,0,0.05328025149706323,,,
70832,Emmet's Builder Box!,The LEGO Movie 2,,6.199999809265137,0,0.2702054499856639,,,
70835,Rex's Rexplorer!,The LEGO Movie 2,,4.71999979019165,1,0.4372128914146383,,,
70837,Shimmer & Shine Sparkle Spa!,The LEGO Movie 2,,4.71999979019165,1,0.30223629882626585,,,
70839,The Rexcelsior!,The LEGO Movie 2,,6.449999809265137,0,0.17929903968713495,,,
70840,Welcome to Apocalypseburg!,The LEGO Movie 2,,13.460000038146973,0,0.03881280064677164,,,
70841,Benny's Space Squad,The LEGO Movie 2,,27.229999542236328,0,0.10635787738211341,,,
70842,Emmet's Triple-Decker Couch Mech,The LEGO Movie 2,,8.319999694824219,0,0.09828064770141069,,,
70847,Good Morning Sparkle Babies!,The LEGO Movie 2,,15.0600004196167,0,0.09857354693153024,,,
70849,Wyld-Mayhem Star Fighter,The LEGO Movie 2,,3.5299999713897705,1,0.38681986897797743,,,
70667,Kai's Blade Cycle & Zane's Snowmobile,NINJAGO,Legacy,12.77,0,0.024019902096055062,,,
70671,Lloyd's Journey,NINJAGO,Secrets of the Forbidden Spinjitzu,14.03,0,0.052633105205537406,,,
70673,Shuricopter,NINJAGO,Secrets of the Forbidden Spinjitzu,14.57,0,0.018892286775875903,,,
70675,Katana 4x4,NINJAGO,Secrets of the Forbidden Spinjitzu,5.36,0,0.02650922741363177,,,
70681,Spinjitzu Slam - Lloyd,NINJAGO,Spinjitzu Slam,16.07,0,0.10997204060674554,,,
70683,Spinjitzu Slam - Zane,NINJAGO,Spinjitzu Slam,14.67,0,0.1579148808895282,,,
70824,Introducing Queen Watevra Wa'Nabi,The LEGO Movie 2,,1.77,1,0.8015979227492661,,,
70829,Emmet and Lucy's Escape Buggy!,The LEGO Movie 2,,1.37,1,0.8517498972087706,,,
70827,Ultrakatty and Warrior Lucy!,The LEGO Movie 2,,12.03,0,0.13369021007451773,,,
70831,Emmet's Dream House/Rescue Rocket!,The LEGO Movie 2,,7.28,0,0.6661697811939413,,,
76138,Batman and The Joker Escape,Super Heroes,Batman,7.71,0,0.09286086819453931,,,
70826,Rex's Rex-treme Offroader!,The Lego Movie 2 The Second Part,,6.91,0,0.46574362793441526,,,
60357,LEGO City 60357 Stunt Truck & Ring of Fire Challenge,Town,Stuntz,3.99,1,0.897754485656081,10.052562417871222,1.0,1.0
75223,Naboo Starfighter Microfighter,Star Wars,MicroFighters,11.529999732971191,0,0.0668390698008981,,,
75224,Sith Infiltrator Microfighter,Star Wars,MicroFighters,10.510000228881836,0,0.03897223224534958,,,
75226,Inferno Squad Battle Pack,Star Wars,Battlefront,13.15999984741211,0,0.14108695580306005,,,
75227,Darth Vader Bust,Star Wars,Promotional,14.210000038146973,0,0.009663621764979173,,,
75228,Escape Pod vs. Dewback Microfighters,Star Wars,MicroFighters,6.53000020980835,0,0.09861729478276311,,,
75229,Death Star Escape,Star Wars,Episode IV,9.010000228881836,0,0.14981241376727805,,,
75232,Kylo Ren & Sith Trooper,BrickHeadz,Star Wars,13.1899995803833,0,0.0073532728796479405,,,
75233,Droid Gunship,Star Wars,Episode III,13.609999656677246,0,0.06022462738234319,,,
75234,AT-AP Walker,Star Wars,Episode III,18.270000457763672,0,0.03192947893126913,,,
75235,X-wing Starfighter Trench Run,Star Wars,4 Plus,6.789999961853027,0,0.29300810475452294,,,
75236,Duel on Starkiller Base,Star Wars,The Force Awakens,9.770000457763672,0,0.12121788014455734,,,
75237,TIE Fighter Attack,Star Wars,4 Plus,7.25,0,0.32266624335369365,,,
75239,Action Battle Hoth Generator Attack,Star Wars,Episode V,4.449999809265137,1,0.0997692235596293,,,
75241,Action Battle Echo Base Defense,Star Wars,Episode V,5.019999980926514,0,0.19778903471549542,,,
75242,Black Ace TIE Interceptor,Star Wars,Resistance,6.099999904632568,0,0.2476152224324855,,,
75243,Slave I - 20th Anniversary Edition,Star Wars,Episode V,9.40999984741211,0,0.01364683319296949,,,
75245,"Advent Calendar 2019, Star Wars (Day 24) - Santa Porg",Holiday & Event,Seasonal,5.940000057220459,0,0.7748435980317051,,,
75247,Rebel A-Wing Starfighter,Star Wars,4 Plus,7.139999866485596,0,0.217029013818152,,,
75250,Pasaana Speeder Chase,Star Wars,The Rise of Skywalker,4.130000114440918,1,0.14051620611313767,,,
75254,AT-ST Raider,Star Wars,The Mandalorian,4.599999904632568,1,0.660547243129742,,,
75255,Yoda,Star Wars,,9.149999618530273,0,0.14714693088600617,,,
75256,Kylo Ren's Shuttle,Star Wars,The Rise of Skywalker,12.390000343322754,0,0.07841713044500631,,,
75257,Millennium Falcon,Star Wars,The Rise of Skywalker,12.399999618530273,0,0.03700146270376598,,,
75258,Anakin's Podracer – 20th Anniversary Edition,Star Wars,Episode I,14.039999961853027,0,0.08199240680047183,,,
76460,LEGO Harry Potter 76460 Hogwarts Castle: Sorting Hat Ceremony,Harry Potter,Philosopher's Stone,7.48,0,0.14553872990090477,,,
75892,McLaren Senna,SPEED CHAMPIONS,McLaren,8.81,0,0.0728950179458904,,,
75934,Dilophosaurus on the Loose,Jurassic World,Legend of Isla Nublar,8.3,0,0.815126191874205,19.086727989487514,1.0,1.0
75894,1967 Mini Cooper S Rally and 2018 MINI John Cooper Works Buggy,SPEED CHAMPIONS,Mini,5.48,0,0.1589878875287889,,,
75935,Baryonyx Face-Off: The Treasure Hunt,Jurassic World,Legend of Isla Nublar,2.25,1,0.35007520624431065,,3.0,1.0
75937,Triceratops Rampage,Jurassic World,Legend of Isla Nublar,2.63,1,0.6655504287319569,,,
75938,T. rex vs Dino-Mech Battle,Jurassic World,Legend of Isla Nublar,8.27,0,0.3841016930401662,,1.0,1.0
75946,Hungarian Horntail Triwizard Challenge,Harry Potter,Goblet of Fire,8.15,0,0.032324609393758204,16.064388961892245,4.0,0.0
75965,The Rise of Voldemort,Harry Potter,Goblet of Fire,14.15,0,0.23991055704218708,,1.0,1.0
76128,Molten Man Battle,Super Heroes,Spider-Man Far From Home,19.49,0,0.061610646675112436,,,
76129,Hydro-Man Attack,Super Heroes,Spider-Man Far From Home,4.7,1,0.13761659937270013,,,
76130,Stark Jet and the Drone Attack,Super Heroes,Spider-Man Far From Home,2.87,1,0.1355201603872483,,,
76137,Batman vs. The Riddler Robbery,Super Heroes,Batman,11.98,0,0.016253755552918754,,,
77259,LEGO Speed Champions 77259 Audi Revolut F1 Team R26 Race Car,SPEED CHAMPIONS,Formula 1,4.74,1,0.6898284041796839,,,
76342,LEGO Super Heroes 76342 Spider-Man vs. Mysterio: The Daily Bugle,Super Heroes,Spider-Man,9.24,0,0.032285323548212785,,,
77901,Sith Trooper Bust - San Diego Comic-Con 2019 Exclusive,Star Wars,The Rise of Skywalker,35.4,0,0.04405125885694932,,,
77902,Captain Marvel and the Asis - San Diego Comic-Con 2019 Exclusive,Super Heroes,Comic-Con,35.4,0,0.11893858413257202,,,
80101,Chinese New Year's Eve Dinner,Holiday & Event,Chinese Traditional Festivals,11.97,0,0.29387868664577055,,,
80103,Dragon Boat Race,Holiday & Event,Chinese Traditional Festivals,2.53,1,0.8058848056308029,4.040735873850197,4.0,0.0
88007,Color & Distance Sensor,Power Functions,,7.8,0,0.5401876566206255,,,
88008,Medium Linear Motor,Power Functions,,8.62,0,0.6291867200973333,,,
88009,Hub,Power Functions,,2.35,1,0.5987548857391799,,,
88011,Train Motor,Power Functions,,12.56,0,0.298536920525918,,,
10292,The Friends Apartments,Creator,Licensed,37.4,0,0.30178146936866707,,,
10776,Mickey & Friends Fire Truck & Station,Disney,Mickey and Friends,3.47,1,0.6533580264455805,19.021024967148488,1.0,1.0
10940,Spider-Man Headquarters,DUPLO,Spidey and His Amazing Friends,15.19,0,0.21490431202511576,18.00262812089356,4.0,0.0
10943,Happy Childhood Moments,DUPLO,Chinese Traditional Festivals,10.41,0,0.7433649769533189,,1.0,1.0
10944,Space Shuttle Mission,DUPLO,,24.71,0,0.08859094522090183,,1.0,1.0
10946,Family Camping Van Adventure,DUPLO,,17.76,0,0.08511996383255387,15.013140604467806,4.0,0.0
10947,Race Cars,DUPLO,,2.71,1,0.78933000358374,,,
10948,Parking Garage and Car Wash,DUPLO,,4.74,1,0.6098029213477688,,,
10949,Farm Animal Care,DUPLO,,5.13,0,0.6726272923172708,22.043363994743757,1.0,1.0
10951,Horse Stable and Pony Care,DUPLO,,9.93,0,0.16319779393585357,22.043363994743757,1.0,1.0
10952,"Barn, Tractor & Farm Animal Care",DUPLO,,18.77,0,0.1668626643281792,22.043363994743757,1.0,1.0
